datetime_index,datetime,gps_relDispFromDOY165_m,gps_relZDispFromDOY165_m,gps_relDispFromDOY165Corrected_m
2007-06-14 00:00:00.000000000,2007-06-14 00:00:00.000000000,0.0,0.0,0.0
2007-06-14 00:02:00.000009600,2007-06-14 00:02:00.000009600,0.0009580775626218951,0.0,0.0008636331158905364
2007-06-14 00:04:00.000019200,2007-06-14 00:04:00.000019200,0.0009580775626218951,0.0,0.0007691886770754195
2007-06-14 00:06:00.000028800,2007-06-14 00:06:00.000028800,0.0021375788861135447,0.0,0.0018542455538357104
2007-06-14 00:08:00.000038400,2007-06-14 00:08:00.000038400,0.0036624394045929876,0.0,0.0032846616255837943
2007-06-14 00:09:59.999961600,2007-06-14 00:09:59.999961600,0.00030906441924472006,0.0,-0.0001631578064958319
2007-06-14 00:11:59.999971200,2007-06-14 00:11:59.999971200,-0.00017147135246364797,-0.0010000000000000009,-0.0007381380170193169
2007-06-14 00:13:59.999980800,2007-06-14 00:13:59.999980800,0.007842279774386895,-0.006000000000000005,0.0071811686630998675
2007-06-14 00:15:59.999990400,2007-06-14 00:15:59.999990400,0.010539936936737604,-0.008000000000000007,0.009784381378719217
2007-06-14 00:18:00.000000000,2007-06-14 00:18:00.000000000,0.0017443112921489146,-0.013999999999999999,0.0008943112953154113
2007-06-14 00:20:00.000009600,2007-06-14 00:20:00.000009600,0.007320682729452521,-0.016,0.006376238285887659
2007-06-14 00:22:00.000019200,2007-06-14 00:22:00.000019200,0.0063626146530992855,-0.016,0.005323725762803065
2007-06-14 00:24:00.000028800,2007-06-14 00:24:00.000028800,0.00383267288168998,-0.018000000000000002,0.0026993395446624005
2007-06-14 00:26:00.000038400,2007-06-14 00:26:00.000038400,0.011327192591402024,-0.021000000000000005,0.010099414815559328
2007-06-14 00:27:59.999961600,2007-06-14 00:27:59.999961600,0.011327192591402024,-0.021000000000000005,0.010004970368827968
2007-06-14 00:29:59.999971200,2007-06-14 00:29:59.999971200,0.00870978094567132,-0.022000000000000006,0.007293114276365906
2007-06-14 00:31:59.999980800,2007-06-14 00:31:59.999980800,0.005576602467885827,-0.022000000000000006,0.004065491359765297
2007-06-14 00:33:59.999990400,2007-06-14 00:33:59.999990400,0.006535427043206532,-0.019000000000000003,0.004929871488354642
2007-06-14 00:36:00.000000000,2007-06-14 00:36:00.000000000,0.0023111633571906154,-0.016,0.000611163355607367
2007-06-14 00:38:00.000009600,2007-06-14 00:38:00.000009600,-0.0011297306103648097,-0.013999999999999999,-0.002924175058679417
2007-06-14 00:40:00.000019200,2007-06-14 00:40:00.000019200,-0.004002081333202234,-0.012999999999999998,-0.005890970220331958
2007-06-14 00:42:00.000028800,2007-06-14 00:42:00.000028800,-0.004568121623824695,-0.012999999999999998,-0.006551454957685778
2007-06-14 00:44:00.000038400,2007-06-14 00:44:00.000038400,0.0006142267385360611,-0.011999999999999997,-0.0014635510420563805
2007-06-14 00:45:59.999961600,2007-06-14 00:45:59.999961600,0.0040534476800671015,-0.010999999999999996,0.0018812254606595429
2007-06-14 00:47:59.999971200,2007-06-14 00:47:59.999971200,0.002530699598248809,-0.010000000000000009,0.0002640329321098914
2007-06-14 00:49:59.999980799,2007-06-14 00:49:59.999980799,0.0019162155877525677,-0.013999999999999999,-0.00044489552511770827
2007-06-14 00:51:59.999990400,2007-06-14 00:51:59.999990400,-0.0024808047603226413,-0.016,-0.004936360312008035
2007-06-14 00:54:00.000000000,2007-06-14 00:54:00.000000000,-0.0056963471864568405,-0.021000000000000005,-0.008246347184873593
2007-06-14 00:56:00.000009600,2007-06-14 00:56:00.000009600,-0.004954795561296521,-0.022000000000000006,-0.0075992400064446314
2007-06-14 00:58:00.000019200,2007-06-14 00:58:00.000019200,-0.002557706019906014,-0.020000000000000004,-0.005296594911785484
2007-06-14 01:00:00.000028800,2007-06-14 01:00:00.000028800,0.0018377282858983435,-0.018000000000000002,-0.0009956050447962428
2007-06-14 01:02:00.000038400,2007-06-14 01:02:00.000038400,0.0012708465395823154,-0.013999999999999999,-0.0016569312378436297
2007-06-14 01:03:59.999961600,2007-06-14 01:03:59.999961600,0.0018377282858983435,-0.011999999999999997,-0.0011844939382589601
2007-06-14 01:05:59.999971199,2007-06-14 01:05:59.999971199,-0.00024777150231258815,-0.011999999999999997,-0.0033644381652850087
2007-06-14 01:07:59.999980800,2007-06-14 01:07:59.999980800,-2.2746113678806523e-05,-0.015,-0.003233857223382586
2007-06-14 01:09:59.999990400,2007-06-14 01:09:59.999990400,0.003804735585089425,-0.016,0.0004991800286542865
2007-06-14 01:12:00.000000000,2007-06-14 01:12:00.000000000,0.0026298634596697568,-0.017,-0.0007701365434967401
2007-06-14 01:14:00.000009600,2007-06-14 01:14:00.000009600,0.003589195096929565,-0.015,9.475065494795112e-05
2007-06-14 01:16:00.000019200,2007-06-14 01:16:00.000019200,0.00014398513538615987,-0.013999999999999999,-0.003444903753326813
2007-06-14 01:18:00.000028800,2007-06-14 01:18:00.000028800,0.002703838418306681,-0.010000000000000009,-0.0009794949171376506
2007-06-14 01:20:00.000038400,2007-06-14 01:20:00.000038400,0.0017453556514412938,-0.010000000000000009,-0.0020324221228181544
2007-06-14 01:21:59.999961600,2007-06-14 01:21:59.999961600,-8.006745803168513e-05,-0.008000000000000007,-0.003952289679022492
2007-06-14 01:23:59.999971200,2007-06-14 01:23:59.999971200,-0.0008054234829231177,-0.0030000000000000027,-0.004772090150645283
2007-06-14 01:25:59.999980800,2007-06-14 01:25:59.999980800,0.005088657033145871,0.0,0.0010275459186923465
2007-06-14 01:27:59.999990400,2007-06-14 01:27:59.999990400,0.005508038132071569,0.0,0.001352482578802927
2007-06-14 01:30:00.000000000,2007-06-14 01:30:00.000000000,0.010772855830985861,0.0,0.006522855830985861
2007-06-14 01:32:00.000009600,2007-06-14 01:32:00.000009600,0.00790548527032442,-0.0020000000000000018,0.0035610408235930606
2007-06-14 01:34:00.000019200,2007-06-14 01:34:00.000019200,0.004548586666290433,-0.0020000000000000018,0.00010969778074395708
2007-06-14 01:36:00.000028800,2007-06-14 01:36:00.000028800,-0.00042309338905699434,-0.0020000000000000018,-0.004956426721334829
2007-06-14 01:38:00.000038400,2007-06-14 01:38:00.000038400,-8.006745803168513e-05,-0.0030000000000000027,-0.004707845237040879
2007-06-14 01:39:59.999961599,2007-06-14 01:39:59.999961599,0.005666802466748777,-0.0050000000000000044,0.0009445802410082251
2007-06-14 01:41:59.999971200,2007-06-14 01:41:59.999971200,0.006844013803731563,-0.0050000000000000044,0.0020273471391758944
2007-06-14 01:43:59.999980800,2007-06-14 01:43:59.999980800,0.008365916773239945,-0.0050000000000000044,0.003454805661952917
2007-06-14 01:45:59.999990400,2007-06-14 01:45:59.999990400,0.006621940526295056,-0.0040000000000000036,0.0016163849682766691
2007-06-14 01:48:00.000000000,2007-06-14 01:48:00.000000000,0.007187537484222517,-0.0030000000000000027,0.0020875374873890132
2007-06-14 01:50:00.000009600,2007-06-14 01:50:00.000009600,0.011977188825920138,-0.0030000000000000027,0.006782744382355275
2007-06-14 01:52:00.000019200,2007-06-14 01:52:00.000019200,0.015466991834190758,-0.0030000000000000027,0.010178102943894537
2007-06-14 01:54:00.000028800,2007-06-14 01:54:00.000028800,0.018429940046361004,-0.0040000000000000036,0.013046606709333424
2007-06-14 01:56:00.000038400,2007-06-14 01:56:00.000038400,0.022433783803626817,-0.0040000000000000036,0.016956006027784118
2007-06-14 01:57:59.999961600,2007-06-14 01:57:59.999961600,0.016343720604655942,-0.0030000000000000027,0.010771498382081888
2007-06-14 01:59:59.999971200,2007-06-14 01:59:59.999971200,0.01324996605772899,-0.0030000000000000027,0.007583299388423575
2007-06-14 02:01:59.999980800,2007-06-14 02:01:59.999980800,0.013082882721635158,-0.0040000000000000036,0.0073217716135146275
2007-06-14 02:03:59.999990400,2007-06-14 02:03:59.999990400,0.014445361507798182,-0.006000000000000005,0.008589805952946292
2007-06-14 02:06:00.000000000,2007-06-14 02:06:00.000000000,0.012286556529587322,-0.007000000000000006,0.006336556528004074
2007-06-14 02:08:00.000009600,2007-06-14 02:08:00.000009600,0.009660788402054976,-0.0050000000000000044,0.003616343953740369
2007-06-14 02:10:00.000019200,2007-06-14 02:10:00.000019200,0.008865044060747174,-0.0020000000000000018,0.0027261551736174495
2007-06-14 02:12:00.000028799,2007-06-14 02:12:00.000028799,0.009159168865302547,0.0,0.0029258355314414636
2007-06-14 02:14:00.000038400,2007-06-14 02:14:00.000038400,0.008935240266775502,0.0010000000000000009,0.0026074624861830596
2007-06-14 02:15:59.999961600,2007-06-14 02:15:59.999961600,0.009726480118811942,0.001999999999999995,0.003304257899404383
2007-06-14 02:17:59.999971200,2007-06-14 02:17:59.999971200,0.01156643344300523,0.001999999999999995,0.005049766776866313
2007-06-14 02:19:59.999980800,2007-06-14 02:19:59.999980800,0.011340632868277467,0.0029999999999999957,0.00472952175540719
2007-06-14 02:21:59.999990400,2007-06-14 02:21:59.999990400,0.013876701269393443,0.001999999999999995,0.0071711457177080495
2007-06-14 02:24:00.000000000,2007-06-14 02:24:00.000000000,0.015960909690061698,0.0010000000000000009,0.009160909691644945
2007-06-14 02:26:00.000009600,2007-06-14 02:26:00.000009600,0.018828794322026,0.0,0.011934349876877888
2007-06-14 02:28:00.000019200,2007-06-14 02:28:00.000019200,0.01899653153131009,-0.0010000000000000009,0.01200764263943062
2007-06-14 02:30:00.000028800,2007-06-14 02:30:00.000028800,0.016686801956057096,-0.0020000000000000018,0.009603468625362509
2007-06-14 02:32:00.000038400,2007-06-14 02:32:00.000038400,0.019563438364135877,-0.0020000000000000018,0.01238566058670993
2007-06-14 02:33:59.999961600,2007-06-14 02:33:59.999961600,0.017645620809380702,-0.0030000000000000027,0.010373398585223398
2007-06-14 02:35:59.999971200,2007-06-14 02:35:59.999971200,0.017869710233733294,-0.0030000000000000027,0.010503043570760873
2007-06-14 02:37:59.999980800,2007-06-14 02:37:59.999980800,0.019388663742978984,-0.0040000000000000036,0.011927552633275204
2007-06-14 02:39:59.999990400,2007-06-14 02:39:59.999990400,0.019955392742022404,-0.0050000000000000044,0.012399837185587265
2007-06-14 02:42:00.000000000,2007-06-14 02:42:00.000000000,0.019563438364135877,-0.0050000000000000044,0.01191343836096938
2007-06-14 02:44:00.000009600,2007-06-14 02:44:00.000009600,0.01482528422585716,-0.0050000000000000044,0.007080839783875546
2007-06-14 02:46:00.000019200,2007-06-14 02:46:00.000019200,0.013866156835890209,-0.0040000000000000036,0.006027267947177235
2007-06-14 02:48:00.000028800,2007-06-14 02:48:00.000028800,0.01539293929127794,-0.0030000000000000027,0.0074596059558336095
2007-06-14 02:50:00.000038400,2007-06-14 02:50:00.000038400,0.012123660067000941,-0.0030000000000000027,0.004095882292741493
2007-06-14 02:51:59.999961600,2007-06-14 02:51:59.999961600,0.009551073227676454,-0.0030000000000000027,0.001428851006685647
2007-06-14 02:53:59.999971200,2007-06-14 02:53:59.999971200,0.007976468617407306,-0.0050000000000000044,-0.0002401980503148604
2007-06-14 02:55:59.999980800,2007-06-14 02:55:59.999980800,0.00836871686847207,-0.006000000000000005,5.760575401854602e-05
2007-06-14 02:57:59.999990400,2007-06-14 02:57:59.999990400,0.01163709454395967,-0.006000000000000005,0.0032315389906910283
2007-06-14 03:00:00.000000000,2007-06-14 03:00:00.000000000,0.014338969464778195,-0.006000000000000005,0.0058389694647781945
