datetime_index,datetime,gps_relDispFromDOY165_m,gps_relZDispFromDOY165_m,gps_relDispFromDOY165Corrected_m
2007-06-14 00:00:00.000000000,2007-06-14 00:00:00.000000000,0.0,0.0,0.0
2007-06-14 00:02:00.000009600,2007-06-14 00:02:00.000009600,0.0017641392933147593,0.0,0.00169886151395632
2007-06-14 00:04:00.000019200,2007-06-14 00:04:00.000019200,0.003092540396835375,0.0,0.002961984843590017
2007-06-14 00:06:00.000028800,2007-06-14 00:06:00.000028800,0.0026571411859830363,0.0010000000000000009,0.002461307853379239
2007-06-14 00:08:00.000038400,2007-06-14 00:08:00.000038400,-3.5227455700503896e-05,-0.0010000000000000009,-0.0002963385676627404
2007-06-14 00:09:59.999961600,2007-06-14 00:09:59.999961600,-0.0009605072989185004,0.0010000000000000009,-0.001286896190239176
2007-06-14 00:11:59.999971200,2007-06-14 00:11:59.999971200,-0.0027252199630267704,0.0,-0.003116886628234365
2007-06-14 00:13:59.999980800,2007-06-14 00:13:59.999980800,0.006272840672879809,-0.0020000000000000018,0.005815896228313775
2007-06-14 00:15:59.999990400,2007-06-14 00:15:59.999990400,0.007254267167251971,-0.0020000000000000018,0.006732044943327498
2007-06-14 00:18:00.000000000,2007-06-14 00:18:00.000000000,0.004914844765655513,-0.006000000000000005,0.004327344767844121
2007-06-14 00:20:00.000009600,2007-06-14 00:20:00.000009600,0.003092540396835375,-0.010000000000000009,0.0024397626196655435
2007-06-14 00:22:00.000019200,2007-06-14 00:22:00.000019200,0.0008347297708160006,-0.008000000000000007,0.00011667421428773034
2007-06-14 00:24:00.000028800,2007-06-14 00:24:00.000028800,-0.0004675185093638845,-0.008000000000000007,-0.0012508518452505938
2007-06-14 00:26:00.000038400,2007-06-14 00:26:00.000038400,0.003990417088226561,-0.009000000000000008,0.0031418059784529325
2007-06-14 00:27:59.999961600,2007-06-14 00:27:59.999961600,0.0036677573165220245,-0.009000000000000008,0.0027538684273899572
2007-06-14 00:29:59.999971200,2007-06-14 00:29:59.999971200,0.0036677573165220245,-0.010000000000000009,0.0026885906480315176
2007-06-14 00:31:59.999980800,2007-06-14 00:31:59.999980800,-3.191755783227279e-05,-0.009000000000000008,-0.0010763620002096986
2007-06-14 00:33:59.999990400,2007-06-14 00:33:59.999990400,-0.0018540006905003459,-0.007000000000000006,-0.002963722912236211
2007-06-14 00:36:00.000000000,2007-06-14 00:36:00.000000000,-0.002262734330877869,-0.0030000000000000027,-0.0034377343319721733
2007-06-14 00:38:00.000009600,2007-06-14 00:38:00.000009600,-0.002289825025922454,0.0010000000000000009,-0.003530102806375197
2007-06-14 00:40:00.000019200,2007-06-14 00:40:00.000019200,-0.00495211913723681,0.0010000000000000009,-0.006257674691576473
2007-06-14 00:42:00.000028800,2007-06-14 00:42:00.000028800,-0.004547633675288321,0.0,-0.005918467008986422
2007-06-14 00:44:00.000038400,2007-06-14 00:44:00.000038400,-0.0027519828057127604,0.0,-0.004188093918769301
2007-06-14 00:45:59.999961600,2007-06-14 00:45:59.999961600,-0.0004979224365668777,0.0,-0.001999311323510337
2007-06-14 00:47:59.999971200,2007-06-14 00:47:59.999971200,-0.0013952767984291015,-0.0010000000000000009,-0.002961943464731
2007-06-14 00:49:59.999980799,2007-06-14 00:49:59.999980799,-0.001857969009100735,-0.0050000000000000044,-0.003489913454761073
2007-06-14 00:51:59.999990400,2007-06-14 00:51:59.999990400,-0.004547633675288321,-0.008000000000000007,-0.006244855894835578
2007-06-14 00:54:00.000000000,2007-06-14 00:54:00.000000000,-0.007698311559844573,-0.01200000000000001,-0.00946081155875027
2007-06-14 00:56:00.000009600,2007-06-14 00:56:00.000009600,-0.005844112738766949,-0.01100000000000001,-0.0076718905170310835
2007-06-14 00:58:00.000019200,2007-06-14 00:58:00.000019200,-0.003148637279518862,-0.01100000000000001,-0.005041692837141436
2007-06-14 01:00:00.000028800,2007-06-14 01:00:00.000028800,-0.0008314778184552729,-0.01100000000000001,-0.0027898111499647664
2007-06-14 01:02:00.000038400,2007-06-14 01:02:00.000038400,-0.000404587714975424,-0.008000000000000007,-0.0024281988258433563
2007-06-14 01:03:59.999961600,2007-06-14 01:03:59.999961600,-0.0008082236768927054,-0.0040000000000000036,-0.002897112567119077
2007-06-14 01:05:59.999971199,2007-06-14 01:05:59.999971199,0.0005285206632934525,0.0,-0.0016256460008198382
2007-06-14 01:07:59.999980800,2007-06-14 01:07:59.999980800,0.0023268749275544565,0.0010000000000000009,0.00010743048408272653
2007-06-14 01:09:59.999990400,2007-06-14 01:09:59.999990400,0.0032262075935394208,-0.0020000000000000018,0.0009414853707092521
2007-06-14 01:12:00.000000000,2007-06-14 01:12:00.000000000,0.0005285206632934525,-0.006000000000000005,-0.0018214793388951554
2007-06-14 01:14:00.000009600,2007-06-14 01:14:00.000009600,0.001888519249451992,-0.0050000000000000044,-0.0005267585266235351
2007-06-14 01:16:00.000019200,2007-06-14 01:16:00.000019200,-0.001269418361886654,-0.0030000000000000027,-0.0037499739173206203
2007-06-14 01:18:00.000028800,2007-06-14 01:18:00.000028800,0.000979948693060173,0.0020000000000000018,-0.0015658846417322325
2007-06-14 01:20:00.000038400,2007-06-14 01:20:00.000038400,0.0027439824023844928,0.0020000000000000018,0.00013287129370516838
2007-06-14 01:21:59.999961600,2007-06-14 01:21:59.999961600,0.000989501069383003,0.0010000000000000009,-0.0016868878186547605
2007-06-14 01:23:59.999971200,2007-06-14 01:23:59.999971200,0.0005062308160224127,0.003999999999999976,-0.00223543585137379
2007-06-14 01:25:59.999980800,2007-06-14 01:25:59.999980800,0.003783828273936418,0.005999999999999978,0.0009768838271817762
2007-06-14 01:27:59.999990400,2007-06-14 01:27:59.999990400,0.004147636588546444,0.005999999999999978,0.001275414367904883
2007-06-14 01:30:00.000000000,2007-06-14 01:30:00.000000000,0.008690348724445407,0.0069999999999999785,0.005752848724445407
2007-06-14 01:32:00.000009600,2007-06-14 01:32:00.000009600,0.007826927982412357,0.004999999999999977,0.0048241502030539184
2007-06-14 01:34:00.000019200,2007-06-14 01:34:00.000019200,0.005046858904834917,0.005999999999999978,0.0019788033515895586
2007-06-14 01:36:00.000028800,2007-06-14 01:36:00.000028800,-0.0013032003401121095,0.0069999999999999785,-0.004436533672715907
2007-06-14 01:38:00.000038400,2007-06-14 01:38:00.000038400,-0.0004617394377381956,0.004999999999999977,-0.003660350549700432
2007-06-14 01:39:59.999961599,2007-06-14 01:39:59.999961599,0.003675446337437105,0.002999999999999975,0.0004115574461164293
2007-06-14 01:41:59.999971200,2007-06-14 01:41:59.999971200,0.006362322085426975,0.002999999999999975,0.00303315542021938
2007-06-14 01:43:59.999980800,2007-06-14 01:43:59.999980800,0.006792112193909627,0.002999999999999975,0.0033976677493435937
2007-06-14 01:45:59.999990400,2007-06-14 01:45:59.999990400,0.006792112193909627,0.002999999999999975,0.0033323899699851545
2007-06-14 01:48:00.000000000,2007-06-14 01:48:00.000000000,0.00812635458549904,0.0020000000000000018,0.004601354587687649
2007-06-14 01:50:00.000009600,2007-06-14 01:50:00.000009600,0.010417834296399864,0.0020000000000000018,0.0068275565192300325
2007-06-14 01:52:00.000019200,2007-06-14 01:52:00.000019200,0.011835982148545199,0.0020000000000000018,0.00818042659201693
2007-06-14 01:54:00.000028800,2007-06-14 01:54:00.000028800,0.01275825275421738,0.0020000000000000018,0.009037419418330672
2007-06-14 01:56:00.000038400,2007-06-14 01:56:00.000038400,0.01588190693576408,0.0020000000000000018,0.012095795825990449
2007-06-14 01:57:59.999961600,2007-06-14 01:57:59.999961600,0.012643092986640792,0.002999999999999975,0.008791704097508724
2007-06-14 01:59:59.999971200,2007-06-14 01:59:59.999971200,0.005900700784024604,0.003999999999999976,0.001984034115534097
2007-06-14 02:01:59.999980800,2007-06-14 02:01:59.999980800,0.00457415348780188,0.003999999999999976,0.0005922090454244539
2007-06-14 02:03:59.999990400,2007-06-14 02:03:59.999990400,0.0054500293952535195,0.0020000000000000018,0.001402807173517655
2007-06-14 02:06:00.000000000,2007-06-14 02:06:00.000000000,0.005106965106506323,0.0010000000000000009,0.0009944651054120185
2007-06-14 02:08:00.000009600,2007-06-14 02:08:00.000009600,0.006349261739541756,0.0020000000000000018,0.002171483959089013
2007-06-14 02:10:00.000019200,2007-06-14 02:10:00.000019200,0.0036652020532943475,0.002999999999999975,-0.0005778535010453152
2007-06-14 02:12:00.000028799,2007-06-14 02:12:00.000028799,0.0022918740190704945,0.005999999999999978,-0.002016459314627607
2007-06-14 02:14:00.000038400,2007-06-14 02:14:00.000038400,0.0004941289349043032,0.00799999999999998,-0.003879482178152237
2007-06-14 02:15:59.999961600,2007-06-14 02:15:59.999961600,0.0022822602740308895,0.009999999999999981,-0.0021566286129125704
