,temp,precip,doy
2222,0.678,0.0,93.58
2223,-0.346,0.0,93.62
2224,-2.753,0.4,93.67
2225,-2.861,0.0,93.71
2226,-3.367,0.0,93.75
2227,-3.866,0.0,93.79
2228,-4.234,0.0,93.83
2229,-4.163,0.0,93.88
2230,-4.875,0.0,93.92
2231,-5.354,0.0,93.96
2232,-6.179,0.0,94.0
2233,-6.514,0.0,94.04
2234,-6.765,0.0,94.08
2235,-7.22,0.0,94.12
2236,-6.599,0.0,94.17
2237,-6.817,0.0,94.21
2238,-7.02,0.0,94.25
2239,-6.98,0.0,94.29
2240,-7.48,0.0,94.33
2241,-7.77,0.0,94.38
2242,-7.54,0.0,94.42
2243,-6.488,0.0,94.46
2244,-5.218,0.0,94.5
2245,-5.085,0.0,94.54
2246,-4.37,0.0,94.58
2247,-3.271,0.0,94.62
2248,-3.157,4.9,94.67
2249,-3.986,1.3,94.71
2250,-3.861,0.1,94.75
2251,-6.603,0.0,94.79
2252,-5.71,0.0,94.83
2253,-6.591,0.0,94.88
2254,-6.634,0.0,94.92
2255,-7.55,0.0,94.96
2256,-7.38,0.0,95.0
2257,-8.78,0.0,95.04
2258,-8.19,0.0,95.08
2259,-8.32,0.0,95.12
2260,-8.14,0.0,95.17
2261,-7.24,0.0,95.21
2262,-8.51,0.0,95.25
2263,-8.29,0.0,95.29
2264,-6.595,0.0,95.33
2265,-4.267,0.0,95.38
2266,-2.554,0.0,95.42
2267,-1.328,0.4,95.46
2268,0.601,0.0,95.5
2269,0.265,0.0,95.54
2270,0.253,0.0,95.58
2271,1.527,0.0,95.62
2272,1.542,0.0,95.67
2273,0.797,0.0,95.71
2274,-1.274,0.0,95.75
2275,-2.937,0.0,95.79
2276,-3.53,0.0,95.83
2277,-4.052,0.0,95.88
2278,-3.67,0.0,95.92
2279,-3.411,0.0,95.96
2280,-1.399,0.0,96.0
2281,-0.995,0.0,96.04
2282,-1.435,0.0,96.08
2283,-1.171,0.0,96.12
2284,-3.093,0.0,96.17
2285,-3.74,0.0,96.21
2286,-4.506,0.0,96.25
2287,-4.141,0.0,96.29
2288,-2.717,0.0,96.33
2289,-1.583,0.0,96.38
2290,0.237,0.0,96.42
2291,1.279,0.0,96.46
2292,3.195,0.0,96.5
2293,3.066,0.0,96.54
2294,3.981,0.0,96.58
2295,4.014,0.0,96.62
2296,3.558,0.0,96.67
2297,2.469,0.0,96.71
2298,0.872,0.0,96.75
2299,-0.312,0.0,96.79
2300,-0.95,0.0,96.83
2301,-2.251,0.0,96.88
2302,-3.208,0.0,96.92
2303,-2.497,0.0,96.96
2304,-3.832,0.0,97.0
2305,-3.6,0.0,97.04
2306,-3.138,0.0,97.08
2307,-3.112,0.0,97.12
2308,-2.288,0.0,97.17
2309,-2.593,0.0,97.21
2310,-3.903,0.0,97.25
2311,-3.888,0.0,97.29
2312,-2.588,0.0,97.33
2313,0.664,0.0,97.38
2314,1.742,0.0,97.42
2315,2.61,0.0,97.46
2316,2.991,0.0,97.5
2317,3.383,0.0,97.54
2318,3.782,0.0,97.58
2319,4.014,0.0,97.62
2320,3.515,0.0,97.67
2321,2.714,0.0,97.71
2322,1.885,0.0,97.75
2323,0.006,0.0,97.79
2324,-1.105,0.0,97.83
2325,-1.692,0.0,97.88
2326,-0.615,0.0,97.92
2327,-2.175,0.0,97.96
2328,-2.852,0.0,98.0
2329,-2.91,0.0,98.04
2330,-3.287,0.0,98.08
2331,-3.577,0.0,98.12
2332,-4.401,0.0,98.17
2333,-3.527,0.0,98.21
2334,-5.081,0.0,98.25
2335,-4.297,0.0,98.29
2336,-4.162,0.0,98.33
2337,-2.95,0.0,98.38
2338,-0.44,0.0,98.42
2339,1.175,0.0,98.46
2340,0.521,0.0,98.5
2341,1.451,0.0,98.54
2342,3.712,0.0,98.58
2343,4.209,0.0,98.62
2344,1.922,0.0,98.67
2345,1.758,0.0,98.71
2346,1.613,0.0,98.75
2347,-0.799,0.0,98.79
2348,-2.631,0.0,98.83
2349,-3.063,0.0,98.88
2350,-3.047,0.0,98.92
2351,-4.219,0.0,98.96
2352,-3.537,0.0,99.0
2353,-3.398,0.0,99.04
2354,-3.679,0.0,99.08
2355,-4.354,0.0,99.12
2356,-5.189,0.0,99.17
2357,-5.858,0.0,99.21
2358,-5.237,0.0,99.25
2359,-4.479,0.0,99.29
2360,-2.854,0.0,99.33
2361,-0.966,0.0,99.38
2362,0.161,0.0,99.42
2363,1.31,0.0,99.46
2364,1.759,0.0,99.5
2365,2.69,0.0,99.54
2366,3.499,0.0,99.58
2367,2.484,0.0,99.62
2368,3.26,0.0,99.67
2369,1.887,0.0,99.71
2370,0.796,0.0,99.75
2371,-2.188,0.0,99.79
2372,-2.985,0.0,99.83
2373,-1.98,0.0,99.88
2374,-2.285,0.0,99.92
2375,-3.788,0.0,99.96
2376,-3.115,0.0,100.0
2377,-4.383,0.0,100.04
2378,-4.835,0.0,100.08
2379,-5.462,0.0,100.12
2380,-5.653,0.0,100.17
2381,-6.165,0.0,100.21
2382,-4.811,0.0,100.25
2383,-5.035,0.0,100.29
2384,-3.799,0.0,100.33
2385,-1.121,0.0,100.38
2386,0.601,0.0,100.42
2387,1.611,0.0,100.46
2388,1.982,0.0,100.5
2389,2.942,0.0,100.54
2390,4.716,0.0,100.58
2391,5.029,0.0,100.62
2392,3.615,0.0,100.67
2393,2.472,0.0,100.71
2394,2.323,0.0,100.75
2395,-0.22,0.0,100.79
2396,-1.174,0.0,100.83
2397,-1.351,0.0,100.88
2398,-2.635,0.0,100.92
2399,-2.406,0.0,100.96
2400,-3.288,0.0,101.0
2401,-1.646,0.0,101.04
2402,-1.689,0.0,101.08
2403,-2.89,0.0,101.12
2404,-3.377,0.0,101.17
2405,-3.765,0.0,101.21
2406,-2.936,0.0,101.25
2407,-2.669,0.0,101.29
2408,-0.176,0.0,101.33
2409,-0.131,0.0,101.38
2410,2.519,0.0,101.42
2411,4.904,0.0,101.46
2412,5.069,0.0,101.5
2413,4.838,0.0,101.54
2414,4.322,0.0,101.58
2415,5.245,0.0,101.62
2416,5.164,0.0,101.67
2417,4.297,0.0,101.71
2418,2.737,0.0,101.75
2419,1.515,0.0,101.79
2420,0.851,0.0,101.83
2421,0.535,0.0,101.88
2422,0.32,0.0,101.92
2423,-0.022,0.0,101.96
2424,-0.034,0.0,102.0
2425,-1.171,0.0,102.04
2426,-0.483,0.0,102.08
2427,-1.926,0.0,102.12
2428,-2.173,0.0,102.17
2429,-2.538,0.0,102.21
2430,-3.671,0.0,102.25
2431,-1.52,0.0,102.29
2432,-0.336,0.0,102.33
2433,0.71,0.0,102.38
2434,2.68,0.0,102.42
2435,3.618,0.0,102.46
2436,3.256,0.0,102.5
2437,3.797,0.0,102.54
2438,3.386,0.0,102.58
2439,2.599,0.0,102.62
2440,2.478,0.0,102.67
2441,1.717,0.0,102.71
2442,1.208,0.0,102.75
2443,0.875,0.0,102.79
2444,0.016,0.0,102.83
2445,0.112,0.0,102.88
2446,-0.341,0.0,102.92
2447,-0.934,0.0,102.96
2448,-1.43,0.0,103.0
2449,-0.567,0.0,103.04
2450,-0.771,0.0,103.08
2451,-0.648,0.0,103.12
2452,-2.209,0.0,103.17
2453,-2.146,0.0,103.21
2454,-2.351,0.0,103.25
2455,-0.686,0.0,103.29
2456,0.154,0.0,103.33
2457,0.914,0.0,103.38
2458,0.727,0.0,103.42
2459,3.744,0.0,103.46
2460,2.238,0.0,103.5
2461,3.801,0.0,103.54
2462,2.853,0.0,103.58
2463,2.712,0.0,103.62
2464,1.999,0.0,103.67
2465,1.664,0.0,103.71
2466,1.412,0.0,103.75
2467,0.662,0.0,103.79
2468,0.537,0.0,103.83
2469,0.668,0.0,103.88
2470,0.539,0.0,103.92
2471,0.587,0.0,103.96
2472,-1.238,0.0,104.0
2473,-1.182,0.0,104.04
2474,-0.069,0.0,104.08
2475,-0.001,0.0,104.12
2476,-0.255,0.0,104.17
2477,-1.074,0.0,104.21
2478,-0.283,0.0,104.25
2479,-0.666,0.0,104.29
2480,-0.933,0.0,104.33
2481,1.119,0.0,104.38
2482,2.524,0.0,104.42
2483,3.785,0.0,104.46
2484,3.569,0.0,104.5
2485,4.886,0.0,104.54
2486,5.347,0.0,104.58
2487,3.831,0.0,104.62
2488,4.725,0.0,104.67
2489,3.56,0.0,104.71
2490,2.989,0.0,104.75
2491,1.829,0.0,104.79
2492,0.752,0.0,104.83
2493,-0.236,0.0,104.88
2494,0.024,0.0,104.92
2495,-0.665,0.0,104.96
2496,-0.203,0.0,105.0
2497,-0.135,0.0,105.04
2498,-0.052,0.0,105.08
2499,-1.632,0.0,105.12
2500,-1.478,0.0,105.17
2501,-0.166,0.0,105.21
2502,-1.726,0.0,105.25
2503,-1.658,0.0,105.29
2504,0.302,0.0,105.33
2505,2.145,0.0,105.38
2506,3.273,0.0,105.42
2507,4.85,0.0,105.46
2508,5.432,0.0,105.5
2509,5.66,0.0,105.54
2510,6.069,0.0,105.58
2511,6.113,0.0,105.62
2512,6.127,0.0,105.67
2513,5.706,0.0,105.71
2514,4.958,0.0,105.75
2515,3.65,0.0,105.79
2516,1.316,0.0,105.83
2517,1.262,0.0,105.88
2518,2.753,0.0,105.92
2519,2.584,0.0,105.96
2520,2.492,0.0,106.0
2521,1.113,0.0,106.04
2522,0.268,0.0,106.08
2523,1.731,0.0,106.12
2524,0.295,0.0,106.17
2525,-1.39,0.0,106.21
2526,-1.626,0.0,106.25
2527,1.122,0.0,106.29
2528,2.053,0.0,106.33
2529,3.482,0.0,106.38
2530,5.313,0.0,106.42
2531,7.03,0.0,106.46
2532,8.2,0.0,106.5
2533,8.63,0.0,106.54
2534,8.11,0.0,106.58
2535,7.57,0.0,106.62
2536,7.94,0.0,106.67
2537,5.995,0.0,106.71
2538,4.451,0.0,106.75
2539,2.946,0.0,106.79
2540,1.66,0.0,106.83
2541,1.737,0.0,106.88
2542,0.212,0.0,106.92
2543,1.85,0.0,106.96
2544,-0.268,0.0,107.0
2545,1.077,0.0,107.04
2546,0.575,0.0,107.08
2547,-0.652,0.0,107.12
2548,-0.435,0.0,107.17
2549,-1.087,0.0,107.21
2550,-1.725,0.0,107.25
2551,-0.956,0.0,107.29
2552,1.979,0.0,107.33
2553,2.355,0.0,107.38
2554,5.705,0.0,107.42
2555,6.507,0.0,107.46
2556,7.08,0.0,107.5
2557,7.4,0.0,107.54
2558,8.2,0.0,107.58
2559,8.39,0.0,107.62
2560,7.46,0.0,107.67
2561,5.918,0.0,107.71
2562,6.327,0.0,107.75
2563,3.691,0.0,107.79
2564,1.975,0.0,107.83
2565,0.97,0.0,107.88
2566,1.32,0.0,107.92
2567,0.819,0.0,107.96
2568,-0.224,0.0,108.0
2569,-0.573,0.0,108.04
2570,-0.413,0.0,108.08
2571,-0.474,0.0,108.12
2572,-1.401,0.0,108.17
2573,-2.199,0.0,108.21
2574,-2.245,0.0,108.25
2575,-1.273,0.0,108.29
2576,-0.574,0.0,108.33
2577,1.611,0.0,108.38
2578,3.579,0.0,108.42
2579,4.052,0.0,108.46
2580,5.369,0.0,108.5
2581,6.384,0.0,108.54
2582,7.19,0.0,108.58
2583,7.03,0.0,108.62
2584,5.609,0.0,108.67
2585,5.11,0.0,108.71
2586,4.185,0.0,108.75
2587,2.235,0.0,108.79
2588,1.217,0.0,108.83
2589,0.217,0.0,108.88
2590,-0.502,0.0,108.92
2591,-0.779,0.0,108.96
2592,-1.233,0.0,109.0
2593,-0.488,0.0,109.04
2594,-1.652,0.0,109.08
2595,-1.327,0.0,109.12
2596,-1.869,0.0,109.17
2597,-1.619,0.0,109.21
2598,-1.871,0.0,109.25
2599,-1.329,0.0,109.29
2600,0.594,0.0,109.33
2601,2.111,0.0,109.38
2602,3.712,0.0,109.42
2603,5.206,0.0,109.46
2604,6.15,0.0,109.5
2605,6.587,0.0,109.54
2606,6.655,0.0,109.58
2607,7.98,0.0,109.62
2608,7.67,0.0,109.67
2609,6.667,0.0,109.71
2610,5.608,0.0,109.75
2611,3.694,0.0,109.79
2612,1.753,0.0,109.83
2613,1.82,0.0,109.88
2614,0.625,0.0,109.92
2615,0.155,0.0,109.96
2616,-0.873,0.0,110.0
2617,-0.872,0.0,110.04
2618,-0.958,0.0,110.08
2619,-0.783,0.0,110.12
2620,-1.358,0.0,110.17
2621,-1.628,0.0,110.21
2622,-1.302,0.0,110.25
2623,0.746,0.0,110.29
2624,0.561,0.0,110.33
2625,3.222,0.0,110.38
2626,5.218,0.0,110.42
2627,6.261,0.0,110.46
2628,6.865,0.0,110.5
2629,7.42,0.0,110.54
2630,8.02,0.0,110.58
2631,8.06,0.0,110.62
2632,8.02,0.0,110.67
2633,7.68,0.0,110.71
2634,5.379,0.0,110.75
2635,3.125,0.0,110.79
2636,1.786,0.0,110.83
2637,0.925,0.0,110.88
2638,0.806,0.0,110.92
2639,1.436,0.0,110.96
2640,0.558,0.0,111.0
2641,1.38,0.0,111.04
2642,-0.113,0.0,111.08
2643,0.025,0.0,111.12
2644,-0.645,0.0,111.17
2645,0.738,0.0,111.21
2646,-0.745,0.0,111.25
2647,-0.799,0.0,111.29
2648,1.371,0.0,111.33
2649,4.02,0.0,111.38
2650,5.522,0.0,111.42
2651,5.772,0.0,111.46
2652,6.886,0.0,111.5
2653,7.74,0.0,111.54
2654,7.05,0.0,111.58
2655,6.156,0.0,111.62
2656,5.264,0.0,111.67
2657,5.947,0.0,111.71
2658,6.014,0.0,111.75
2659,3.864,0.0,111.79
2660,2.682,0.0,111.83
2661,2.633,0.0,111.88
2662,1.796,0.0,111.92
2663,0.93,0.0,111.96
2664,0.201,0.0,112.0
2665,-0.322,0.0,112.04
2666,-0.077,0.0,112.08
2667,-0.387,0.0,112.12
2668,-0.153,0.0,112.17
2669,-0.603,0.0,112.21
2670,-1.171,0.0,112.25
2671,-0.672,0.0,112.29
2672,1.612,0.0,112.33
2673,4.121,0.0,112.38
2674,4.873,0.0,112.42
2675,6.087,0.0,112.46
2676,6.12,0.0,112.5
2677,7.67,0.0,112.54
2678,7.4,0.0,112.58
2679,8.85,0.0,112.62
2680,8.62,0.0,112.67
2681,5.585,0.0,112.71
2682,7.03,0.0,112.75
2683,5.882,0.0,112.79
2684,4.841,0.0,112.83
2685,2.727,0.0,112.88
2686,2.835,0.0,112.92
2687,0.795,0.0,112.96
2688,1.097,0.0,113.0
2689,0.564,0.0,113.04
2690,-0.048,0.0,113.08
2691,0.011,0.0,113.12
2692,-0.375,0.0,113.17
2693,-0.938,0.0,113.21
2694,-0.202,0.0,113.25
2695,0.656,0.0,113.29
2696,0.85,0.0,113.33
2697,3.875,0.0,113.38
2698,4.599,0.0,113.42
2699,5.838,0.0,113.46
2700,6.987,0.0,113.5
2701,7.64,0.0,113.54
2702,9.06,0.0,113.58
2703,7.9,0.0,113.62
2704,7.7,0.0,113.67
2705,7.02,0.0,113.71
2706,5.993,0.0,113.75
2707,4.977,0.0,113.79
2708,2.447,0.0,113.83
2709,1.661,0.0,113.88
2710,1.112,0.0,113.92
2711,0.599,0.0,113.96
2712,0.916,0.0,114.0
2713,0.064,0.0,114.04
2714,0.13,0.0,114.08
2715,1.055,0.0,114.12
2716,-0.144,0.0,114.17
2717,-0.265,0.0,114.21
2718,-0.327,0.0,114.25
2719,-0.177,0.0,114.29
2720,1.78,0.0,114.33
2721,3.993,0.0,114.38
2722,5.139,0.0,114.42
2723,6.51,0.0,114.46
2724,7.85,0.0,114.5
2725,8.35,0.0,114.54
2726,8.27,0.0,114.58
2727,9.09,0.0,114.62
2728,9.6,0.0,114.67
2729,8.46,0.0,114.71
2730,6.37,0.0,114.75
2731,4.66,0.0,114.79
2732,3.753,0.0,114.83
2733,3.741,0.0,114.88
2734,3.505,0.0,114.92
2735,1.901,0.0,114.96
2736,2.619,0.0,115.0
2737,3.888,0.0,115.04
2738,2.058,0.0,115.08
2739,2.554,0.0,115.12
2740,1.798,0.0,115.17
2741,1.601,0.0,115.21
2742,1.064,0.0,115.25
2743,3.128,0.0,115.29
2744,4.649,0.0,115.33
2745,5.815,0.0,115.38
2746,6.78,0.0,115.42
2747,7.31,0.0,115.46
2748,8.68,0.0,115.5
2749,8.47,0.0,115.54
2750,10.01,0.0,115.58
2751,11.06,0.0,115.62
2752,9.37,0.0,115.67
2753,8.8,0.0,115.71
2754,7.67,0.0,115.75
2755,6.638,0.0,115.79
2756,5.637,0.0,115.83
2757,4.962,0.0,115.88
2758,4.777,0.0,115.92
2759,2.795,0.0,115.96
2760,2.583,0.0,116.0
2761,3.246,0.0,116.04
2762,2.881,0.0,116.08
2763,2.659,0.0,116.12
2764,2.897,0.0,116.17
2765,2.571,0.0,116.21
2766,3.16,0.0,116.25
2767,3.514,0.0,116.29
2768,3.798,0.0,116.33
2769,5.042,0.0,116.38
2770,6.21,0.0,116.42
2771,8.45,0.0,116.46
2772,7.46,0.0,116.5
2773,8.48,0.0,116.54
2774,6.984,0.0,116.58
2775,6.025,0.0,116.62
2776,5.781,0.0,116.67
2777,5.495,0.0,116.71
2778,4.909,0.0,116.75
2779,4.238,0.0,116.79
2780,3.031,0.0,116.83
2781,2.521,0.0,116.88
2782,2.005,0.0,116.92
2783,2.133,0.0,116.96
2784,1.245,0.0,117.0
2785,1.664,0.0,117.04
2786,1.394,0.0,117.08
2787,1.322,0.0,117.12
2788,0.626,0.0,117.17
2789,0.83,0.0,117.21
2790,0.816,0.0,117.25
2791,-0.169,0.3,117.29
2792,-0.217,0.0,117.33
2793,1.232,0.0,117.38
2794,2.108,0.0,117.42
2795,3.083,0.0,117.46
2796,4.069,0.0,117.5
2797,4.673,0.0,117.54
2798,4.245,0.0,117.58
2799,2.13,0.0,117.62
2800,3.98,0.0,117.67
2801,3.289,0.0,117.71
2802,3.031,0.0,117.75
2803,2.414,0.0,117.79
2804,1.381,0.0,117.83
2805,1.791,0.0,117.88
2806,1.455,0.0,117.92
2807,1.733,0.0,117.96
2808,0.93,0.0,118.0
2809,1.11,0.0,118.04
2810,0.705,0.0,118.08
2811,-0.291,0.0,118.12
2812,-0.385,0.0,118.17
2813,-1.394,0.0,118.21
2814,-1.306,0.0,118.25
2815,-0.101,0.0,118.29
2816,1.314,0.0,118.33
2817,2.661,0.0,118.38
2818,3.426,0.0,118.42
2819,3.763,0.0,118.46
2820,4.622,0.0,118.5
2821,5.981,0.0,118.54
2822,5.569,0.0,118.58
2823,5.381,0.0,118.62
2824,5.298,0.0,118.67
2825,4.75,0.0,118.71
2826,3.945,0.0,118.75
2827,3.082,0.0,118.79
2828,2.56,0.0,118.83
2829,4.053,0.0,118.88
2830,1.962,0.0,118.92
2831,0.34,0.0,118.96
2832,-0.48,0.0,119.0
2833,-0.69,0.0,119.04
2834,-0.367,0.0,119.08
2835,-0.849,0.0,119.12
2836,-1.217,0.0,119.17
2837,-1.356,0.0,119.21
2838,-1.014,0.0,119.25
2839,0.186,0.0,119.29
2840,1.436,0.0,119.33
2841,3.67,0.0,119.38
2842,4.998,0.0,119.42
2843,6.649,0.0,119.46
2844,6.483,0.0,119.5
2845,5.572,0.0,119.54
2846,6.386,0.0,119.58
2847,5.829,0.0,119.62
2848,4.052,0.0,119.67
2849,5.073,0.0,119.71
2850,4.455,0.0,119.75
2851,3.734,0.0,119.79
2852,2.688,0.0,119.83
2853,1.053,0.0,119.88
2854,1.26,0.0,119.92
2855,0.726,0.0,119.96
2856,-0.613,0.0,120.0
2857,-0.688,0.0,120.04
2858,-0.557,0.0,120.08
2859,-1.82,0.0,120.12
2860,-1.489,0.0,120.17
2861,-1.324,0.0,120.21
2862,-1.352,0.0,120.25
2863,-1.116,0.0,120.29
2864,0.739,0.0,120.33
2865,2.718,0.0,120.38
2866,4.043,0.0,120.42
2867,2.342,0.0,120.46
2868,2.548,0.0,120.5
2869,2.53,0.0,120.54
2870,2.772,0.0,120.58
2871,4.025,0.0,120.62
2872,4.906,0.0,120.67
2873,3.753,0.0,120.71
2874,3.521,0.0,120.75
2875,3.415,0.0,120.79
2876,2.259,0.0,120.83
2877,1.674,0.0,120.88
2878,1.15,0.0,120.92
2879,0.588,0.0,120.96
2880,0.511,0.0,121.0
2881,0.373,0.0,121.04
2882,-0.182,0.0,121.08
2883,-0.023,0.0,121.12
2884,-0.598,0.0,121.17
2885,-0.034,0.0,121.21
2886,-0.151,0.0,121.25
2887,0.364,0.0,121.29
2888,1.787,0.0,121.33
2889,2.459,0.0,121.38
2890,4.219,0.0,121.42
2891,5.073,0.0,121.46
2892,4.936,0.0,121.5
2893,3.791,0.0,121.54
2894,6.32,0.0,121.58
2895,3.696,0.0,121.62
2896,3.085,0.0,121.67
2897,3.038,0.0,121.71
2898,2.836,0.0,121.75
2899,1.997,0.0,121.79
2900,1.555,0.0,121.83
2901,1.408,0.0,121.88
2902,0.732,0.0,121.92
2903,-0.664,0.0,121.96
2904,-1.263,0.0,122.0
2905,-1.279,0.0,122.04
2906,-1.638,0.0,122.08
2907,-1.458,0.0,122.12
2908,-1.646,0.0,122.17
2909,-1.94,0.0,122.21
2910,-2.097,0.0,122.25
2911,-1.833,0.0,122.29
2912,-1.89,0.0,122.33
2913,-1.726,0.0,122.38
2914,-2.164,0.0,122.42
2915,-2.184,0.0,122.46
2916,-1.78,0.7,122.5
2917,-2.001,0.4,122.54
2918,-0.754,3.6,122.58
2919,0.024,5.4,122.62
2920,-2.97,0.5,122.67
2921,-0.889,0.0,122.71
2922,-1.828,0.0,122.75
2923,-2.873,0.0,122.79
2924,-3.638,0.0,122.83
2925,-3.891,0.0,122.88
2926,-3.984,0.0,122.92
2927,-4.812,0.0,122.96
2928,-4.442,0.0,123.0
2929,-4.596,0.0,123.04
2930,-5.35,0.0,123.08
2931,-3.855,0.0,123.12
2932,-5.702,0.0,123.17
2933,-4.383,0.0,123.21
2934,-5.453,0.0,123.25
2935,-5.012,0.0,123.29
2936,-3.608,0.0,123.33
2937,-1.75,0.0,123.38
2938,-1.68,0.0,123.42
2939,-1.311,0.0,123.46
2940,-0.339,0.0,123.5
2941,0.673,0.0,123.54
2942,1.386,0.0,123.58
2943,1.634,0.0,123.62
2944,1.6,0.0,123.67
2945,0.228,0.0,123.71
2946,-0.327,0.0,123.75
2947,-0.384,0.0,123.79
2948,-1.199,0.0,123.83
2949,-1.349,0.0,123.88
2950,-1.644,0.0,123.92
2951,-2.221,0.0,123.96
2952,-2.709,0.0,124.0
2953,-2.237,0.0,124.04
2954,-2.302,0.0,124.08
2955,-2.25,0.0,124.12
2956,-2.378,0.0,124.17
2957,-1.962,0.0,124.21
2958,-2.978,0.0,124.25
2959,-2.472,0.0,124.29
2960,-3.078,0.0,124.33
2961,-2.351,0.4,124.38
2962,-2.717,0.4,124.42
2963,-2.673,0.2,124.46
2964,-2.591,0.3,124.5
2965,-1.696,2.6,124.54
2966,-1.41,5.4,124.58
2967,-1.067,2.7,124.62
2968,-1.502,0.6,124.67
2969,-1.595,0.5,124.71
2970,-1.974,0.1,124.75
2971,-2.031,0.0,124.79
2972,-3.758,0.0,124.83
2973,-3.011,0.0,124.88
2974,-4.96,0.0,124.92
2975,-4.46,0.0,124.96
2976,-3.474,0.0,125.0
2977,-5.22,0.0,125.04
2978,-4.883,0.0,125.08
2979,-6.057,0.0,125.12
2980,-4.479,0.0,125.17
2981,-5.191,0.0,125.21
2982,-4.82,0.0,125.25
2983,-4.146,0.0,125.29
2984,-2.661,0.0,125.33
2985,-0.961,0.3,125.38
2986,-0.692,0.0,125.42
2987,-0.506,0.0,125.46
2988,1.012,0.0,125.5
2989,0.746,0.0,125.54
2990,1.67,0.0,125.58
2991,1.273,0.0,125.62
2992,0.866,0.0,125.67
2993,-0.961,0.6,125.71
2994,-0.984,0.4,125.75
2995,-1.229,0.1,125.79
2996,-0.973,0.0,125.83
2997,-1.589,0.0,125.88
2998,-1.329,0.0,125.92
2999,-1.882,0.0,125.96
3000,-2.12,0.0,126.0
3001,-2.046,0.0,126.04
3002,-2.058,0.0,126.08
3003,-2.104,0.0,126.12
3004,-2.21,0.0,126.17
3005,-2.343,0.0,126.21
3006,-2.383,0.0,126.25
3007,-3.131,0.0,126.29
3008,-2.78,0.0,126.33
3009,-1.785,2.1,126.38
3010,-1.124,2.0,126.42
3011,0.84,0.0,126.46
3012,0.34,0.0,126.5
3013,0.283,0.0,126.54
3014,1.157,0.0,126.58
3015,1.777,0.0,126.62
3016,1.463,0.0,126.67
3017,1.326,0.0,126.71
3018,1.114,0.0,126.75
3019,0.906,0.0,126.79
3020,-0.176,0.0,126.83
3021,-2.246,0.0,126.88
3022,-2.031,0.0,126.92
3023,-2.439,0.0,126.96
3024,-3.077,0.0,127.0
3025,-3.594,0.0,127.04
3026,-3.926,0.0,127.08
3027,-3.383,0.0,127.12
3028,-3.534,0.0,127.17
3029,-2.7,0.0,127.21
3030,-2.897,0.0,127.25
3031,-1.141,0.0,127.29
3032,0.49,0.0,127.33
3033,0.732,0.0,127.38
3034,2.462,0.0,127.42
3035,3.71,0.0,127.46
3036,3.593,0.0,127.5
3037,3.232,0.0,127.54
3038,3.855,0.0,127.58
3039,4.82,0.0,127.62
3040,4.828,0.0,127.67
3041,3.049,0.0,127.71
3042,3.583,0.0,127.75
3043,2.755,0.0,127.79
3044,2.327,0.0,127.83
3045,1.744,0.0,127.88
3046,1.813,0.0,127.92
3047,0.61,0.0,127.96
3048,1.292,0.0,128.0
3049,1.971,0.0,128.04
3050,2.206,0.0,128.08
3051,2.807,0.0,128.12
3052,2.991,0.0,128.17
3053,2.903,0.0,128.21
3054,1.501,0.0,128.25
3055,3.243,0.0,128.29
3056,2.422,0.0,128.33
3057,4.166,0.0,128.38
3058,5.305,0.0,128.42
3059,5.331,0.0,128.46
3060,5.175,0.0,128.5
3061,4.679,0.0,128.54
3062,4.983,0.0,128.58
3063,5.748,0.0,128.62
3064,5.321,0.0,128.67
3065,4.739,0.0,128.71
3066,4.229,0.0,128.75
3067,3.466,0.0,128.79
3068,3.229,0.0,128.83
3069,3.602,0.0,128.88
3070,3.334,0.0,128.92
3071,3.314,0.0,128.96
3072,3.016,0.0,129.0
3073,3.497,0.0,129.04
3074,3.47,0.0,129.08
3075,2.777,0.0,129.12
3076,2.515,0.0,129.17
3077,2.53,0.0,129.21
3078,2.825,0.0,129.25
3079,3.712,0.0,129.29
3080,4.412,0.0,129.33
3081,4.824,0.0,129.38
3082,5.351,0.0,129.42
3083,6.012,0.0,129.46
3084,6.808,0.0,129.5
3085,7.19,0.0,129.54
3086,7.95,0.0,129.58
3087,8.07,0.0,129.62
3088,7.11,0.0,129.67
3089,6.782,0.0,129.71
3090,6.257,0.0,129.75
3091,4.778,0.0,129.79
3092,4.651,0.0,129.83
3093,3.545,0.0,129.88
3094,3.145,0.0,129.92
3095,2.226,0.0,129.96
3096,3.187,0.0,130.0
3097,0.767,0.0,130.04
3098,0.446,0.0,130.08
3099,0.534,0.0,130.12
3100,0.0,0.0,130.17
3101,-0.536,0.0,130.21
3102,-0.376,0.0,130.25
3103,1.819,0.0,130.29
3104,1.934,0.0,130.33
3105,4.515,0.0,130.38
3106,6.808,0.0,130.42
3107,7.7,0.0,130.46
3108,8.87,0.0,130.5
3109,9.3,0.0,130.54
3110,9.85,0.0,130.58
3111,9.49,0.0,130.62
3112,9.08,0.0,130.67
3113,9.34,0.0,130.71
3114,8.48,0.0,130.75
3115,6.368,0.0,130.79
3116,5.668,0.0,130.83
3117,4.484,0.0,130.88
3118,4.317,0.0,130.92
3119,4.286,0.0,130.96
3120,3.533,0.0,131.0
3121,1.481,0.0,131.04
3122,0.644,0.0,131.08
3123,0.876,0.0,131.12
3124,1.075,0.0,131.17
3125,1.372,0.0,131.21
3126,3.865,0.0,131.25
3127,2.421,0.0,131.29
3128,-0.172,0.2,131.33
3129,1.726,0.0,131.38
