G7J1,628391.4,90946.7, 2527.9, 3.630,1.790,0.000
G7J2,628302.2,90857.1, 2527.4, 3.630, 1.790,0.000
G7J3,628189.4,90896.0, 2529.5, 3.630, 1.790,0.000
G7J4,628065.3,90976.6, 2528.8, 3.630, 1.790,0.000
G7J5,628119.7,91057.0, 2539.7, 3.630, 1.790,0.000
G7J6,628272.1,91052.8, 2543.9, 3.630, 1.790,0.000
G7J7,628197.0,90977.7, 2412.5, 3.700, 1.820,0.000
G7J8,628204.1,90979.0, 2533.3, 3.630, 1.790,0.000
