datetime_index,year,month,day,hour,mn,sec,event_ID,doy,datetime
2007-06-23 10:56:00,7,6,23,10,56,0,70623105600,174,2007-06-23 10:56:00
2007-06-23 12:14:59,7,6,23,12,14,59,70623121459,174,2007-06-23 12:14:59
2007-06-23 17:49:59,7,6,23,17,49,59,70623174959,174,2007-06-23 17:49:59
2007-06-23 19:43:00,7,6,23,19,43,0,70623194300,174,2007-06-23 19:43:00
2007-06-23 19:59:00,7,6,23,19,59,0,70623195900,174,2007-06-23 19:59:00
2007-06-23 20:14:00,7,6,23,20,14,0,70623201400,174,2007-06-23 20:14:00
2007-06-23 20:26:00,7,6,23,20,26,0,70623202600,174,2007-06-23 20:26:00
2007-06-23 20:36:59,7,6,23,20,36,59,70623203659,174,2007-06-23 20:36:59
2007-06-23 20:54:59,7,6,23,20,54,59,70623205459,174,2007-06-23 20:54:59
2007-06-23 21:18:59,7,6,23,21,18,59,70623211859,174,2007-06-23 21:18:59
2007-06-23 21:40:59,7,6,23,21,40,59,70623214059,174,2007-06-23 21:40:59
2007-06-23 21:59:59,7,6,23,21,59,59,70623215959,174,2007-06-23 21:59:59
2007-06-23 22:10:59,7,6,23,22,10,59,70623221059,174,2007-06-23 22:10:59
2007-06-23 22:37:59,7,6,23,22,37,59,70623223759,174,2007-06-23 22:37:59
2007-06-23 22:53:00,7,6,23,22,53,0,70623225300,174,2007-06-23 22:53:00
2007-06-23 23:34:00,7,6,23,23,34,0,70623233400,174,2007-06-23 23:34:00
2007-06-23 23:47:00,7,6,23,23,47,0,70623234700,174,2007-06-23 23:47:00
2007-06-23 23:58:00,7,6,23,23,58,0,70623235800,174,2007-06-23 23:58:00
2007-06-24 00:02:00,7,6,24,0,2,0,70624000200,175,2007-06-24 00:02:00
2007-06-24 00:21:00,7,6,24,0,21,0,70624002100,175,2007-06-24 00:21:00
2007-06-24 00:47:00,7,6,24,0,47,0,70624004700,175,2007-06-24 00:47:00
2007-06-24 00:59:00,7,6,24,0,59,0,70624005900,175,2007-06-24 00:59:00
2007-06-24 01:15:00,7,6,24,1,15,0,70624011500,175,2007-06-24 01:15:00
2007-06-24 01:32:00,7,6,24,1,32,0,70624013200,175,2007-06-24 01:32:00
2007-06-24 01:50:00,7,6,24,1,50,0,70624015000,175,2007-06-24 01:50:00
2007-06-24 02:06:00,7,6,24,2,6,0,70624020600,175,2007-06-24 02:06:00
2007-06-24 02:23:59,7,6,24,2,23,59,70624022359,175,2007-06-24 02:23:59
2007-06-24 02:35:59,7,6,24,2,35,59,70624023559,175,2007-06-24 02:35:59
2007-06-24 02:49:59,7,6,24,2,49,59,70624024959,175,2007-06-24 02:49:59
2007-06-24 03:05:59,7,6,24,3,5,59,70624030559,175,2007-06-24 03:05:59
2007-06-24 03:29:59,7,6,24,3,29,59,70624032959,175,2007-06-24 03:29:59
2007-06-24 03:42:59,7,6,24,3,42,59,70624034259,175,2007-06-24 03:42:59
2007-06-24 03:56:59,7,6,24,3,56,59,70624035659,175,2007-06-24 03:56:59
2007-06-24 04:10:59,7,6,24,4,10,59,70624041059,175,2007-06-24 04:10:59
2007-06-24 04:26:59,7,6,24,4,26,59,70624042659,175,2007-06-24 04:26:59
2007-06-24 04:49:00,7,6,24,4,49,0,70624044900,175,2007-06-24 04:49:00
2007-06-24 05:01:00,7,6,24,5,1,0,70624050100,175,2007-06-24 05:01:00
2007-06-24 05:26:00,7,6,24,5,26,0,70624052600,175,2007-06-24 05:26:00
2007-06-24 05:43:00,7,6,24,5,43,0,70624054300,175,2007-06-24 05:43:00
2007-06-24 05:55:00,7,6,24,5,55,0,70624055500,175,2007-06-24 05:55:00
2007-06-24 06:06:00,7,6,24,6,6,0,70624060600,175,2007-06-24 06:06:00
2007-06-24 06:21:00,7,6,24,6,21,0,70624062100,175,2007-06-24 06:21:00
2007-06-24 06:35:00,7,6,24,6,35,0,70624063500,175,2007-06-24 06:35:00
2007-06-24 06:51:59,7,6,24,6,51,59,70624065159,175,2007-06-24 06:51:59
2007-06-24 07:14:59,7,6,24,7,14,59,70624071459,175,2007-06-24 07:14:59
2007-06-24 07:30:59,7,6,24,7,30,59,70624073059,175,2007-06-24 07:30:59
2007-06-24 07:46:59,7,6,24,7,46,59,70624074659,175,2007-06-24 07:46:59
2007-06-24 07:58:59,7,6,24,7,58,59,70624075859,175,2007-06-24 07:58:59
2007-06-24 08:14:59,7,6,24,8,14,59,70624081459,175,2007-06-24 08:14:59
2007-06-24 08:53:59,7,6,24,8,53,59,70624085359,175,2007-06-24 08:53:59
2007-06-24 09:55:00,7,6,24,9,55,0,70624095500,175,2007-06-24 09:55:00
2007-06-25 12:14:58,7,6,25,12,14,58,70625121458,176,2007-06-25 12:14:58
2007-06-25 13:20:00,7,6,25,13,20,0,70625132000,176,2007-06-25 13:20:00
2007-06-25 13:33:00,7,6,25,13,33,0,70625133300,176,2007-06-25 13:33:00
2007-06-25 13:57:00,7,6,25,13,57,0,70625135700,176,2007-06-25 13:57:00
2007-06-25 14:23:00,7,6,25,14,23,0,70625142300,176,2007-06-25 14:23:00
2007-06-25 14:35:59,7,6,25,14,35,59,70625143559,176,2007-06-25 14:35:59
2007-06-25 15:06:59,7,6,25,15,6,59,70625150659,176,2007-06-25 15:06:59
2007-06-25 15:18:59,7,6,25,15,18,59,70625151859,176,2007-06-25 15:18:59
2007-06-25 15:33:59,7,6,25,15,33,59,70625153359,176,2007-06-25 15:33:59
2007-06-25 16:38:59,7,6,25,16,38,59,70625163859,176,2007-06-25 16:38:59
2007-06-25 17:41:00,7,6,25,17,41,0,70625174100,176,2007-06-25 17:41:00
2007-06-25 20:14:59,7,6,25,20,14,59,70625201459,176,2007-06-25 20:14:59
2007-06-26 11:38:59,7,6,26,11,38,59,70626113859,177,2007-06-26 11:38:59
2007-06-26 11:58:59,7,6,26,11,58,59,70626115859,177,2007-06-26 11:58:59
2007-06-26 12:09:59,7,6,26,12,9,59,70626120959,177,2007-06-26 12:09:59
2007-06-26 12:26:59,7,6,26,12,26,59,70626122659,177,2007-06-26 12:26:59
2007-06-26 13:02:59,7,6,26,13,2,59,70626130259,177,2007-06-26 13:02:59
2007-06-26 13:18:59,7,6,26,13,18,59,70626131859,177,2007-06-26 13:18:59
2007-06-26 14:26:00,7,6,26,14,26,0,70626142600,177,2007-06-26 14:26:00
2007-06-26 14:56:00,7,6,26,14,56,0,70626145600,177,2007-06-26 14:56:00
2007-06-26 15:08:00,7,6,26,15,8,0,70626150800,177,2007-06-26 15:08:00
2007-06-26 15:55:00,7,6,26,15,55,0,70626155500,177,2007-06-26 15:55:00
2007-06-26 16:06:59,7,6,26,16,6,59,70626160659,177,2007-06-26 16:06:59
2007-06-26 16:22:59,7,6,26,16,22,59,70626162259,177,2007-06-26 16:22:59
2007-06-26 16:56:59,7,6,26,16,56,59,70626165659,177,2007-06-26 16:56:59
2007-06-26 17:23:59,7,6,26,17,23,59,70626172359,177,2007-06-26 17:23:59
2007-06-26 17:36:59,7,6,26,17,36,59,70626173659,177,2007-06-26 17:36:59
2007-06-26 17:50:59,7,6,26,17,50,59,70626175059,177,2007-06-26 17:50:59
2007-06-26 18:02:59,7,6,26,18,2,59,70626180259,177,2007-06-26 18:02:59
2007-06-26 18:16:00,7,6,26,18,16,0,70626181600,177,2007-06-26 18:16:00
2007-06-26 18:27:00,7,6,26,18,27,0,70626182700,177,2007-06-26 18:27:00
2007-06-26 18:52:00,7,6,26,18,52,0,70626185200,177,2007-06-26 18:52:00
2007-06-26 19:03:00,7,6,26,19,3,0,70626190300,177,2007-06-26 19:03:00
2007-06-26 19:14:00,7,6,26,19,14,0,70626191400,177,2007-06-26 19:14:00
2007-06-26 19:28:00,7,6,26,19,28,0,70626192800,177,2007-06-26 19:28:00
2007-06-26 19:51:00,7,6,26,19,51,0,70626195100,177,2007-06-26 19:51:00
2007-06-26 20:16:00,7,6,26,20,16,0,70626201600,177,2007-06-26 20:16:00
2007-06-26 20:36:59,7,6,26,20,36,59,70626203659,177,2007-06-26 20:36:59
2007-06-26 20:47:59,7,6,26,20,47,59,70626204759,177,2007-06-26 20:47:59
2007-06-26 21:07:59,7,6,26,21,7,59,70626210759,177,2007-06-26 21:07:59
2007-06-26 21:25:59,7,6,26,21,25,59,70626212559,177,2007-06-26 21:25:59
2007-06-26 21:36:59,7,6,26,21,36,59,70626213659,177,2007-06-26 21:36:59
2007-06-26 21:53:59,7,6,26,21,53,59,70626215359,177,2007-06-26 21:53:59
2007-06-26 22:24:59,7,6,26,22,24,59,70626222459,177,2007-06-26 22:24:59
2007-06-26 22:49:00,7,6,26,22,49,0,70626224900,177,2007-06-26 22:49:00
2007-06-26 23:18:00,7,6,26,23,18,0,70626231800,177,2007-06-26 23:18:00
2007-06-26 23:36:00,7,6,26,23,36,0,70626233600,177,2007-06-26 23:36:00
2007-06-26 23:57:00,7,6,26,23,57,0,70626235700,177,2007-06-26 23:57:00
2007-06-27 00:03:00,7,6,27,0,3,0,70627000300,178,2007-06-27 00:03:00
2007-06-27 00:15:00,7,6,27,0,15,0,70627001500,178,2007-06-27 00:15:00
2007-06-27 00:41:00,7,6,27,0,41,0,70627004100,178,2007-06-27 00:41:00
2007-06-27 00:53:00,7,6,27,0,53,0,70627005300,178,2007-06-27 00:53:00
2007-06-27 01:06:00,7,6,27,1,6,0,70627010600,178,2007-06-27 01:06:00
2007-06-27 01:25:00,7,6,27,1,25,0,70627012500,178,2007-06-27 01:25:00
2007-06-27 01:37:00,7,6,27,1,37,0,70627013700,178,2007-06-27 01:37:00
2007-06-27 01:59:00,7,6,27,1,59,0,70627015900,178,2007-06-27 01:59:00
2007-06-27 02:21:59,7,6,27,2,21,59,70627022159,178,2007-06-27 02:21:59
2007-06-27 02:38:59,7,6,27,2,38,59,70627023859,178,2007-06-27 02:38:59
2007-06-27 02:49:59,7,6,27,2,49,59,70627024959,178,2007-06-27 02:49:59
2007-06-27 03:06:59,7,6,27,3,6,59,70627030659,178,2007-06-27 03:06:59
2007-06-27 03:17:59,7,6,27,3,17,59,70627031759,178,2007-06-27 03:17:59
2007-06-27 03:31:59,7,6,27,3,31,59,70627033159,178,2007-06-27 03:31:59
2007-06-27 03:43:59,7,6,27,3,43,59,70627034359,178,2007-06-27 03:43:59
2007-06-27 03:54:59,7,6,27,3,54,59,70627035459,178,2007-06-27 03:54:59
2007-06-27 04:15:59,7,6,27,4,15,59,70627041559,178,2007-06-27 04:15:59
2007-06-27 04:57:00,7,6,27,4,57,0,70627045700,178,2007-06-27 04:57:00
2007-06-27 05:52:00,7,6,27,5,52,0,70627055200,178,2007-06-27 05:52:00
2007-06-27 06:54:59,7,6,27,6,54,59,70627065459,178,2007-06-27 06:54:59
2007-06-27 07:06:59,7,6,27,7,6,59,70627070659,178,2007-06-27 07:06:59
2007-06-27 07:17:59,7,6,27,7,17,59,70627071759,178,2007-06-27 07:17:59
2007-06-27 07:38:59,7,6,27,7,38,59,70627073859,178,2007-06-27 07:38:59
2007-06-27 08:00:59,7,6,27,8,0,59,70627080059,178,2007-06-27 08:00:59
2007-06-27 08:22:59,7,6,27,8,22,59,70627082259,178,2007-06-27 08:22:59
2007-06-27 08:33:59,7,6,27,8,33,59,70627083359,178,2007-06-27 08:33:59
2007-06-27 09:03:59,7,6,27,9,3,59,70627090359,178,2007-06-27 09:03:59
2007-06-27 09:24:00,7,6,27,9,24,0,70627092400,178,2007-06-27 09:24:00
2007-06-27 10:20:00,7,6,27,10,20,0,70627102000,178,2007-06-27 10:20:00
2007-06-27 10:35:00,7,6,27,10,35,0,70627103500,178,2007-06-27 10:35:00
2007-06-27 11:12:00,7,6,27,11,12,0,70627111200,178,2007-06-27 11:12:00
2007-06-27 11:30:59,7,6,27,11,30,59,70627113059,178,2007-06-27 11:30:59
2007-06-27 12:43:59,7,6,27,12,43,59,70627124359,178,2007-06-27 12:43:59
2007-06-27 12:54:59,7,6,27,12,54,59,70627125459,178,2007-06-27 12:54:59
2007-06-27 13:19:59,7,6,27,13,19,59,70627131959,178,2007-06-27 13:19:59
2007-06-27 13:44:00,7,6,27,13,44,0,70627134400,178,2007-06-27 13:44:00
2007-06-27 13:56:00,7,6,27,13,56,0,70627135600,178,2007-06-27 13:56:00
2007-06-27 15:30:00,7,6,27,15,30,0,70627153000,178,2007-06-27 15:30:00
2007-06-27 15:51:00,7,6,27,15,51,0,70627155100,178,2007-06-27 15:51:00
2007-06-27 16:05:59,7,6,27,16,5,59,70627160559,178,2007-06-27 16:05:59
2007-06-27 16:16:59,7,6,27,16,16,59,70627161659,178,2007-06-27 16:16:59
2007-06-27 16:29:59,7,6,27,16,29,59,70627162959,178,2007-06-27 16:29:59
2007-06-27 16:48:59,7,6,27,16,48,59,70627164859,178,2007-06-27 16:48:59
2007-06-27 17:08:59,7,6,27,17,8,59,70627170859,178,2007-06-27 17:08:59
2007-06-27 17:19:59,7,6,27,17,19,59,70627171959,178,2007-06-27 17:19:59
2007-06-27 17:33:59,7,6,27,17,33,59,70627173359,178,2007-06-27 17:33:59
2007-06-27 17:44:59,7,6,27,17,44,59,70627174459,178,2007-06-27 17:44:59
2007-06-27 18:01:59,7,6,27,18,1,59,70627180159,178,2007-06-27 18:01:59
2007-06-27 18:15:00,7,6,27,18,15,0,70627181500,178,2007-06-27 18:15:00
2007-06-27 18:27:00,7,6,27,18,27,0,70627182700,178,2007-06-27 18:27:00
2007-06-27 18:48:00,7,6,27,18,48,0,70627184800,178,2007-06-27 18:48:00
2007-06-27 19:05:00,7,6,27,19,5,0,70627190500,178,2007-06-27 19:05:00
2007-06-27 19:20:00,7,6,27,19,20,0,70627192000,178,2007-06-27 19:20:00
2007-06-27 19:33:00,7,6,27,19,33,0,70627193300,178,2007-06-27 19:33:00
2007-06-27 19:48:00,7,6,27,19,48,0,70627194800,178,2007-06-27 19:48:00
2007-06-27 20:12:00,7,6,27,20,12,0,70627201200,178,2007-06-27 20:12:00
2007-06-27 20:26:00,7,6,27,20,26,0,70627202600,178,2007-06-27 20:26:00
2007-06-27 20:37:59,7,6,27,20,37,59,70627203759,178,2007-06-27 20:37:59
2007-06-27 20:48:59,7,6,27,20,48,59,70627204859,178,2007-06-27 20:48:59
2007-06-27 21:02:59,7,6,27,21,2,59,70627210259,178,2007-06-27 21:02:59
2007-06-27 21:19:59,7,6,27,21,19,59,70627211959,178,2007-06-27 21:19:59
2007-06-27 21:38:59,7,6,27,21,38,59,70627213859,178,2007-06-27 21:38:59
2007-06-27 21:49:59,7,6,27,21,49,59,70627214959,178,2007-06-27 21:49:59
2007-06-27 22:00:59,7,6,27,22,0,59,70627220059,178,2007-06-27 22:00:59
2007-06-27 22:16:59,7,6,27,22,16,59,70627221659,178,2007-06-27 22:16:59
2007-06-27 22:33:59,7,6,27,22,33,59,70627223359,178,2007-06-27 22:33:59
2007-06-27 22:48:00,7,6,27,22,48,0,70627224800,178,2007-06-27 22:48:00
2007-06-27 23:12:00,7,6,27,23,12,0,70627231200,178,2007-06-27 23:12:00
2007-06-27 23:28:00,7,6,27,23,28,0,70627232800,178,2007-06-27 23:28:00
2007-06-27 23:40:00,7,6,27,23,40,0,70627234000,178,2007-06-27 23:40:00
2007-06-27 23:55:00,7,6,27,23,55,0,70627235500,178,2007-06-27 23:55:00
2007-06-28 00:12:00,7,6,28,0,12,0,70628001200,179,2007-06-28 00:12:00
2007-06-28 00:26:00,7,6,28,0,26,0,70628002600,179,2007-06-28 00:26:00
2007-06-28 00:40:00,7,6,28,0,40,0,70628004000,179,2007-06-28 00:40:00
2007-06-28 00:59:00,7,6,28,0,59,0,70628005900,179,2007-06-28 00:59:00
2007-06-28 01:10:00,7,6,28,1,10,0,70628011000,179,2007-06-28 01:10:00
2007-06-28 01:28:00,7,6,28,1,28,0,70628012800,179,2007-06-28 01:28:00
2007-06-28 01:42:00,7,6,28,1,42,0,70628014200,179,2007-06-28 01:42:00
2007-06-28 02:01:00,7,6,28,2,1,0,70628020100,179,2007-06-28 02:01:00
2007-06-28 02:16:00,7,6,28,2,16,0,70628021600,179,2007-06-28 02:16:00
2007-06-28 02:29:59,7,6,28,2,29,59,70628022959,179,2007-06-28 02:29:59
2007-06-28 02:40:59,7,6,28,2,40,59,70628024059,179,2007-06-28 02:40:59
2007-06-28 03:18:59,7,6,28,3,18,59,70628031859,179,2007-06-28 03:18:59
2007-06-28 03:45:59,7,6,28,3,45,59,70628034559,179,2007-06-28 03:45:59
2007-06-28 04:20:59,7,6,28,4,20,59,70628042059,179,2007-06-28 04:20:59
2007-06-28 04:39:00,7,6,28,4,39,0,70628043900,179,2007-06-28 04:39:00
2007-06-28 05:39:00,7,6,28,5,39,0,70628053900,179,2007-06-28 05:39:00
2007-06-28 06:11:00,7,6,28,6,11,0,70628061100,179,2007-06-28 06:11:00
2007-06-28 07:06:59,7,6,28,7,6,59,70628070659,179,2007-06-28 07:06:59
2007-06-28 07:31:59,7,6,28,7,31,59,70628073159,179,2007-06-28 07:31:59
2007-06-28 07:44:59,7,6,28,7,44,59,70628074459,179,2007-06-28 07:44:59
2007-06-28 07:59:59,7,6,28,7,59,59,70628075959,179,2007-06-28 07:59:59
2007-06-28 08:15:59,7,6,28,8,15,59,70628081559,179,2007-06-28 08:15:59
2007-06-28 08:32:59,7,6,28,8,32,59,70628083259,179,2007-06-28 08:32:59
2007-06-28 09:21:00,7,6,28,9,21,0,70628092100,179,2007-06-28 09:21:00
2007-06-28 09:45:00,7,6,28,9,45,0,70628094500,179,2007-06-28 09:45:00
2007-06-28 10:16:00,7,6,28,10,16,0,70628101600,179,2007-06-28 10:16:00
2007-06-28 11:00:00,7,6,28,11,0,0,70628110000,179,2007-06-28 11:00:00
2007-06-28 12:08:59,7,6,28,12,8,59,70628120859,179,2007-06-28 12:08:59
2007-06-28 12:28:59,7,6,28,12,28,59,70628122859,179,2007-06-28 12:28:59
2007-06-28 18:19:00,7,6,28,18,19,0,70628181900,179,2007-06-28 18:19:00
2007-06-28 18:34:00,7,6,28,18,34,0,70628183400,179,2007-06-28 18:34:00
2007-06-28 18:53:00,7,6,28,18,53,0,70628185300,179,2007-06-28 18:53:00
2007-06-28 19:21:00,7,6,28,19,21,0,70628192100,179,2007-06-28 19:21:00
2007-06-28 19:38:00,7,6,28,19,38,0,70628193800,179,2007-06-28 19:38:00
2007-06-28 19:49:00,7,6,28,19,49,0,70628194900,179,2007-06-28 19:49:00
2007-06-28 20:03:00,7,6,28,20,3,0,70628200300,179,2007-06-28 20:03:00
2007-06-28 20:19:00,7,6,28,20,19,0,70628201900,179,2007-06-28 20:19:00
2007-06-28 20:32:59,7,6,28,20,32,59,70628203259,179,2007-06-28 20:32:59
2007-06-28 20:46:59,7,6,28,20,46,59,70628204659,179,2007-06-28 20:46:59
2007-06-28 20:59:59,7,6,28,20,59,59,70628205959,179,2007-06-28 20:59:59
2007-06-28 21:19:59,7,6,28,21,19,59,70628211959,179,2007-06-28 21:19:59
2007-06-28 21:40:59,7,6,28,21,40,59,70628214059,179,2007-06-28 21:40:59
2007-06-28 22:01:59,7,6,28,22,1,59,70628220159,179,2007-06-28 22:01:59
2007-06-28 22:29:59,7,6,28,22,29,59,70628222959,179,2007-06-28 22:29:59
2007-06-28 23:53:00,7,6,28,23,53,0,70628235300,179,2007-06-28 23:53:00
2007-06-29 00:01:00,7,6,29,0,1,0,70629000100,180,2007-06-29 00:01:00
2007-06-29 00:18:00,7,6,29,0,18,0,70629001800,180,2007-06-29 00:18:00
2007-06-29 00:37:00,7,6,29,0,37,0,70629003700,180,2007-06-29 00:37:00
2007-06-29 01:56:00,7,6,29,1,56,0,70629015600,180,2007-06-29 01:56:00
2007-06-29 02:37:59,7,6,29,2,37,59,70629023759,180,2007-06-29 02:37:59
2007-06-29 02:53:59,7,6,29,2,53,59,70629025359,180,2007-06-29 02:53:59
2007-06-29 03:10:59,7,6,29,3,10,59,70629031059,180,2007-06-29 03:10:59
2007-06-29 04:23:59,7,6,29,4,23,59,70629042359,180,2007-06-29 04:23:59
2007-06-29 04:57:00,7,6,29,4,57,0,70629045700,180,2007-06-29 04:57:00
2007-06-29 05:54:00,7,6,29,5,54,0,70629055400,180,2007-06-29 05:54:00
2007-06-29 06:17:00,7,6,29,6,17,0,70629061700,180,2007-06-29 06:17:00
2007-06-29 07:29:59,7,6,29,7,29,59,70629072959,180,2007-06-29 07:29:59
2007-06-29 07:48:59,7,6,29,7,48,59,70629074859,180,2007-06-29 07:48:59
2007-06-29 08:00:59,7,6,29,8,0,59,70629080059,180,2007-06-29 08:00:59
2007-06-29 08:43:59,7,6,29,8,43,59,70629084359,180,2007-06-29 08:43:59
2007-06-29 08:55:59,7,6,29,8,55,59,70629085559,180,2007-06-29 08:55:59
2007-06-29 09:57:00,7,6,29,9,57,0,70629095700,180,2007-06-29 09:57:00
2007-06-29 10:55:00,7,6,29,10,55,0,70629105500,180,2007-06-29 10:55:00
2007-06-29 11:12:00,7,6,29,11,12,0,70629111200,180,2007-06-29 11:12:00
2007-06-29 11:23:59,7,6,29,11,23,59,70629112359,180,2007-06-29 11:23:59
2007-06-29 11:36:59,7,6,29,11,36,59,70629113659,180,2007-06-29 11:36:59
2007-06-29 11:50:59,7,6,29,11,50,59,70629115059,180,2007-06-29 11:50:59
2007-06-29 12:22:59,7,6,29,12,22,59,70629122259,180,2007-06-29 12:22:59
2007-06-29 13:01:59,7,6,29,13,1,59,70629130159,180,2007-06-29 13:01:59
2007-06-29 14:48:00,7,6,29,14,48,0,70629144800,180,2007-06-29 14:48:00
2007-06-29 18:29:00,7,6,29,18,29,0,70629182900,180,2007-06-29 18:29:00
2007-06-29 18:48:00,7,6,29,18,48,0,70629184800,180,2007-06-29 18:48:00
2007-06-29 19:00:00,7,6,29,19,0,0,70629190000,180,2007-06-29 19:00:00
2007-06-29 19:18:00,7,6,29,19,18,0,70629191800,180,2007-06-29 19:18:00
2007-06-29 19:36:00,7,6,29,19,36,0,70629193600,180,2007-06-29 19:36:00
2007-06-29 19:47:00,7,6,29,19,47,0,70629194700,180,2007-06-29 19:47:00
2007-06-29 20:00:00,7,6,29,20,0,0,70629200000,180,2007-06-29 20:00:00
2007-06-29 20:12:00,7,6,29,20,12,0,70629201200,180,2007-06-29 20:12:00
2007-06-29 20:28:00,7,6,29,20,28,0,70629202800,180,2007-06-29 20:28:00
2007-06-29 20:40:59,7,6,29,20,40,59,70629204059,180,2007-06-29 20:40:59
2007-06-29 20:52:59,7,6,29,20,52,59,70629205259,180,2007-06-29 20:52:59
2007-06-29 21:15:59,7,6,29,21,15,59,70629211559,180,2007-06-29 21:15:59
2007-06-29 21:31:59,7,6,29,21,31,59,70629213159,180,2007-06-29 21:31:59
2007-06-29 21:44:59,7,6,29,21,44,59,70629214459,180,2007-06-29 21:44:59
2007-06-29 22:09:59,7,6,29,22,9,59,70629220959,180,2007-06-29 22:09:59
2007-06-29 22:21:59,7,6,29,22,21,59,70629222159,180,2007-06-29 22:21:59
2007-06-29 22:33:59,7,6,29,22,33,59,70629223359,180,2007-06-29 22:33:59
2007-06-29 22:50:00,7,6,29,22,50,0,70629225000,180,2007-06-29 22:50:00
2007-06-29 23:03:00,7,6,29,23,3,0,70629230300,180,2007-06-29 23:03:00
2007-06-29 23:14:00,7,6,29,23,14,0,70629231400,180,2007-06-29 23:14:00
2007-06-29 23:25:00,7,6,29,23,25,0,70629232500,180,2007-06-29 23:25:00
2007-06-30 00:01:00,7,6,30,0,1,0,70630000100,181,2007-06-30 00:01:00
2007-06-30 00:19:00,7,6,30,0,19,0,70630001900,181,2007-06-30 00:19:00
2007-06-30 00:53:00,7,6,30,0,53,0,70630005300,181,2007-06-30 00:53:00
2007-06-30 01:06:00,7,6,30,1,6,0,70630010600,181,2007-06-30 01:06:00
2007-06-30 01:21:00,7,6,30,1,21,0,70630012100,181,2007-06-30 01:21:00
2007-06-30 01:52:00,7,6,30,1,52,0,70630015200,181,2007-06-30 01:52:00
2007-06-30 02:44:59,7,6,30,2,44,59,70630024459,181,2007-06-30 02:44:59
2007-06-30 02:59:59,7,6,30,2,59,59,70630025959,181,2007-06-30 02:59:59
2007-06-30 03:31:59,7,6,30,3,31,59,70630033159,181,2007-06-30 03:31:59
2007-06-30 03:47:59,7,6,30,3,47,59,70630034759,181,2007-06-30 03:47:59
2007-06-30 04:08:59,7,6,30,4,8,59,70630040859,181,2007-06-30 04:08:59
2007-06-30 04:23:59,7,6,30,4,23,59,70630042359,181,2007-06-30 04:23:59
2007-06-30 04:51:00,7,6,30,4,51,0,70630045100,181,2007-06-30 04:51:00
2007-06-30 05:05:00,7,6,30,5,5,0,70630050500,181,2007-06-30 05:05:00
2007-06-30 05:17:00,7,6,30,5,17,0,70630051700,181,2007-06-30 05:17:00
2007-06-30 05:29:00,7,6,30,5,29,0,70630052900,181,2007-06-30 05:29:00
2007-06-30 05:44:00,7,6,30,5,44,0,70630054400,181,2007-06-30 05:44:00
2007-06-30 06:04:00,7,6,30,6,4,0,70630060400,181,2007-06-30 06:04:00
2007-06-30 06:17:00,7,6,30,6,17,0,70630061700,181,2007-06-30 06:17:00
2007-06-30 06:37:00,7,6,30,6,37,0,70630063700,181,2007-06-30 06:37:00
2007-06-30 06:50:59,7,6,30,6,50,59,70630065059,181,2007-06-30 06:50:59
2007-06-30 07:23:59,7,6,30,7,23,59,70630072359,181,2007-06-30 07:23:59
2007-06-30 07:35:59,7,6,30,7,35,59,70630073559,181,2007-06-30 07:35:59
2007-06-30 07:59:59,7,6,30,7,59,59,70630075959,181,2007-06-30 07:59:59
2007-06-30 08:12:59,7,6,30,8,12,59,70630081259,181,2007-06-30 08:12:59
2007-06-30 08:35:59,7,6,30,8,35,59,70630083559,181,2007-06-30 08:35:59
2007-06-30 08:49:59,7,6,30,8,49,59,70630084959,181,2007-06-30 08:49:59
2007-06-30 09:01:59,7,6,30,9,1,59,70630090159,181,2007-06-30 09:01:59
2007-06-30 09:20:00,7,6,30,9,20,0,70630092000,181,2007-06-30 09:20:00
2007-06-30 09:56:00,7,6,30,9,56,0,70630095600,181,2007-06-30 09:56:00
2007-06-30 10:18:00,7,6,30,10,18,0,70630101800,181,2007-06-30 10:18:00
2007-06-30 10:44:00,7,6,30,10,44,0,70630104400,181,2007-06-30 10:44:00
2007-06-30 10:58:00,7,6,30,10,58,0,70630105800,181,2007-06-30 10:58:00
2007-06-30 11:47:59,7,6,30,11,47,59,70630114759,181,2007-06-30 11:47:59
2007-06-30 19:14:00,7,6,30,19,14,0,70630191400,181,2007-06-30 19:14:00
2007-06-30 21:08:59,7,6,30,21,8,59,70630210859,181,2007-06-30 21:08:59
2007-06-30 21:20:59,7,6,30,21,20,59,70630212059,181,2007-06-30 21:20:59
2007-06-30 21:33:59,7,6,30,21,33,59,70630213359,181,2007-06-30 21:33:59
2007-06-30 22:34:59,7,6,30,22,34,59,70630223459,181,2007-06-30 22:34:59
2007-06-30 22:51:00,7,6,30,22,51,0,70630225100,181,2007-06-30 22:51:00
2007-06-30 23:04:00,7,6,30,23,4,0,70630230400,181,2007-06-30 23:04:00
2007-06-30 23:58:00,7,6,30,23,58,0,70630235800,181,2007-06-30 23:58:00
2007-07-01 00:18:00,7,7,1,0,18,0,70701001800,182,2007-07-01 00:18:00
2007-07-01 01:34:00,7,7,1,1,34,0,70701013400,182,2007-07-01 01:34:00
2007-07-01 04:08:59,7,7,1,4,8,59,70701040859,182,2007-07-01 04:08:59
2007-07-01 08:36:59,7,7,1,8,36,59,70701083659,182,2007-07-01 08:36:59
2007-07-01 09:34:00,7,7,1,9,34,0,70701093400,182,2007-07-01 09:34:00
2007-07-01 10:07:00,7,7,1,10,7,0,70701100700,182,2007-07-01 10:07:00
2007-07-01 10:47:00,7,7,1,10,47,0,70701104700,182,2007-07-01 10:47:00
